新聞標題,是否適宜觀看
再提高國華 陳子璇：只有我懂,1
猜猜看TWICE娜璉在唱哪首歌 甜美歌聲衝破1600萬觀看次數,1
台男戀上中國籍酒女　遭嫌「沒有車」後當街砍死她,0
最美女主播黎在山 九頭身和甜美笑容震撼網友,1
"漲勢急凍！比特幣價格跌破29,000美元",1
達人親曝「煮泡麵蛋」神撇步！ 靠這幾招：讓蛋黃膏狀不流動,1
侯友宜當面向蔡英文請命 盼警消退休制度比照國軍,1
彭于晏膚色被嫌太黑　網友嘆「慘不忍睹」直指男神變老了,1
下體2度遭手機頂撞 夜店女公關自認被「輕薄」告到底,0
華神斷腿也帥氣　戴義肢太逼真粉絲以為他真的缺條腿,1
大火波及4廠怎賠償？翁維駿未回應,1
在「成人網站被認出」崩潰　正妹提分手遭渣男外流啪啪片,0
塔江艦下水 同型艦數量將翻倍提前兩年完工,1
西藏流亡政府大選獲美支持　中國：嚴重損害雙邊關係,1
上流戰爭第一季狗血灑好灑滿　網友驚：停在這？！,1
今溫暖好天氣　下週全台急凍「七星山元旦飄雪」,1
【一劍浣春秋】一樣是造假、為什麼暗黑界對這兩者態度大不同？,1
年前接種2千萬劑疫苗只打200萬 佛奇：3月前趕上進度,1
平安夜要聽東海大學百響平安鐘 實名制入校園,1
與未成年女狂啪61次　女學生揪出「下體黑痣」讓網球教練栽了,0
醫美貴婦拍片駁給零用錢 大酸乾兒子長相「虱目魚頭」,1
南投縣推節電競賽 清境打造星空山城獲首獎,1
台股進入投機階段？黃天牧：市場目前仍有2大面向支撐,1
影／乾兒子自爆「鴨王」 醫美貴婦粗口批：長那樣怎當鴨,1
他PO照喊「埃及下雪了…」  真相揭露網友笑：一瞬間信了,1
祝賀波洛西連任 蔡英文：新的一年台美關係繼續深化中,1
劉軒：人生幸福關鍵，取決於你的心理時間觀,1
逛夜市Siri突跳出「早點回家」4個字 隔天一看新聞讓他傻眼,1
醉男大戰土狗勝負分曉  摔狗被咬還面臨虐狗萬元罰款,1
多次來台演出 鋼琴詩人傅聰因新冠肺炎在英國去世 享壽86歲,1
2020美國大選結束...撕裂的創傷未結束 美國離團結還很遠,1
天網太驚悚？高虹安籲政府思考防疫後的數據運用準則,1
囚禁少女拍淫照 檢求刑11年,0
虛實整合線上讀 書展送百元抵用券,1
台鐵傳死傷事故 桃園內壢區間中斷,1
三星在美國開放預購「下一款新機」 預告Galaxy S21系列準備亮相,1
心理測驗／披薩配料喜歡臘腸還是青椒？　測出自己的理想類型,1
台新金推崇優質服務,1
最艱困的一年 最暖心的禮物,1
燦邁合體咬耳朵 賴鄭王不見王,1
聽總統文青式語言起「雞母皮」　柯文哲：像豬哥亮廣告這裡癢那裡癢,1
男神在高鐵上出沒 只露出電眼一看就知道是他,1
兩屆冠軍總管入主費城人 恐也難幫哈波圓冠軍夢,1
【外媒綜合】比特幣又飆新高 年底前上看10萬美元,1
銀行女主管狂接電話求嘿咻　真相讓她超崩潰,0
怕老婆感冒！他跑馬拉松「超猛烈追愛」 網聽土味情話全笑翻,1
【理財最前線】3大資產管理公司解析 2021年新興市場原物料奮起,1
傳染疫病危 謝玲玲近況曝光了,1
丹鳳閱讀移動城堡 讓學生自主學習「Book E Young」,1
配合義大世界跨年活動 義守大學明停止上班、上課,1
富二代揮軍演藝圈　「太子基」首張專輯就大賣百萬張,1
【人妻衰遇狼密醫4】遭檢舉還續賺黑心錢　他簡單一招衛生局竟拿他沒轍,0
熱門公司大公開！ 打敗台積電獲最多關注是這間日商,1
阿嬤車座上切「神秘白色物體」 內行解答：供不應求,1
嘉義文化路夜市巷弄 居然是老屋小店聚集的文青街道,1
央行年終「關鍵任務」達成 台幣邁向27元新價位,1
新造海巡艦配備42枚火箭彈 海巡首鬆口：為戰爭作準備,1
【高層豪車亂亂停1】世新校長、董座遭直擊　座車違規紅單一籮筐,1
機師高速俯衝製造「墜機感」 超man男星一臉淡定...導演怒了,1
影／綠鬣蜥過馬路 彰化網友驚呼：蔬菜產區淪陷了嗎？,1
柯佳嬿、謝坤達結婚3年變「室友」？　慘成「渣男製造機」,1
【獨家】【砸錢當吃貨】曾寶儀砸800萬當大胃王　自製美食旅遊節目,1
NBA有擴隊計畫 失落多年的超音速可望重現？,1
桃園頂級中餐館新選擇「逸薈軒」　健康養生詮釋川揚老菜,1
機師抱怨檢疫期間無法探視病母 莊人祥：防疫一起努力,1
土耳其能源工程博覽會 台灣學子奪1金2銀,1
拜登提名布塔朱吉任運輸部長 他將踏上政壇明星路？,1
中職／4洋投開季有經驗 兄弟與羅傑斯保持聯繫,1
假配息真挪用 國泰世華再爆理專盜領案,1
今天小孩在校吃什麼肉？上「校園食材登錄平台」立即查,1
林百里：台積電、台達電只差一個字 都是「護國神山」,1
救命錢這樣花 債留子孫還不完,1
國中小夏日樂學計畫 2萬學生參與再創新高,1
2021投資心法 台新銀行：持債增股迎金牛,1
解讀坎博說球在北京！張國城：北京不修正立場 兩岸復談難,1
凌晨巨響！高樓「強化玻璃」遭打穿 屋主驚嚇,1
擔心家人安危 被鴨肉店恐嚇女外送員：沒再跑熊貓了！,1
2020媽媽年度代表字出爐！2成受夠「忍」小孩、忍老公，3成讚「安」啦,1
在岸、離岸人民幣 雙雙創2年半新高,1
Intel推出代號Maple Ridge控制晶片 讓更多裝置使用Tunderbolt 4連接埠,1
網聊才3天！約國中妹公園嗨玩「四腳獸」　男大生被判5個月,0
日盛金老總喊話 富邦金收購 不一定成功,1
粉絲大膽開撩送飛吻　李宣榕被唱片行封最親切歌手,1
南投縣信義國中師生宿舍啟用 學生樂：有書桌寫功課了,1
【關鍵對話】(中)投資兼保障 類全委保單交專業團隊操作,1
紅寶瓶身太閃耀！Jo Malone新香「緋紅罌粟」一聞醉人,1
柯文哲：執政走鐘因蘇貞昌 聽蔡英文講話起雞母皮,1
【國會大暴動】動亂中及時守住選舉人票　參議員：若沒救到「恐被燒毀」,1
謝麗金偕馬國賢勇闖播客圈　相加百歲鬥嘴自虧資深新人,1
為全國3368校午餐國產化把關 教育部：3章1Q清清楚楚,1
【竹院工程惹議1】法官、替代役拿鎚子狂敲貼叉叉　打卡夯點內部竟像鬼樓城,1
【變種病毒登台】回溯採檢216人　陳時中：再增2例英國變異株,1
停車空間擴增4.4倍！台中興中立體停車場2023年完工,1
女兒穿太短遭男師動粗　陸元琪開直播怒槓校方,0
桃園百名耶誕老公公齊點燈 行動支持身心障礙者,1
嘆台北跨年成了政治問題　黃珊珊：市府選擇最困難的路,1
Wii肘壞了了…打電動久坐肌肉痠痛？當心染上「任天堂炎症」,1
染疫病患隔離房「纏綿護理師」防護衣甩地 鹹濕對話流出,0
中國科學院：2021經濟成長8.5% 首季16.3%,1
寒流來動物怎禦寒？ 紅毛猩猩裹毯喝薑茶、無尾熊縮成球,1
長輩一大疊三倍券苦惱變廢紙　網友狂推超保值商品,1
楊梅警寒冬送暖 捐贈上湖國小物資溫暖孩童的心,1
夏語心連提3次「破產」　澎恰恰無奈笑回：看我幹嘛,1
台新銀提2021投資心法,1
想念瘋看球賽的青春！今年最紅20大SBL球員你最喜歡誰？,1
【每日塔羅】快來測試你1月6日的運勢吧！,1
遭國中狼師用下體猛頂、吸乳　女班長怒討公道10年仍未果,0
學雜費占總收入比率 醫學大學表現較佳,1
正妹生理期遇色鬼壓床　她下體遭硬物猛頂驚呼「想練碧血劍？」,0
【司法高官捲醜聞1】石木欽案炸鍋了　富商籠絡司法官細膩手法大公開,1
周四寒流襲「極溼冷」！低溫5度感受比上波冷 下雪時間曝,1
婆婆為財產提出「過繼兒子給大嫂」 媳怒PO文狂罵太自私,1
又有寒流報到！週五北台灣恐下探到6度,1
台中盛唐、九褔中醫違反醫療法 再勒令停業並移懲戒,1
台灣豬標章亂 賴士葆籲：各縣市比照台中推金標章,1
影／藍營提反萊豬公投 吳思瑤批：歪掉了！,1
西門町徵砲友被偵辦稱社會實驗　橫綱凱咪：警察都是帥哥暖男,0
不滿被攙扶！北市醉男「近距離開槍」射頭 好心男慘死,0
【一劍浣春秋】討厭馬賽克！這兩個地方的片子現在有夠夯,0
中國大陸新增新冠肺炎33例 本土13例,1
台北馬拉松綿綿細雨中起跑 冠軍來自肯亞奪得180萬獎金,1
IC大老齊憂心 人才缺乏,1
【獨家】海巡署長請辭　國安局前副局長周美伍接任,1
餐費598 付振興券500元與千元鈔被拒！顧客氣炸,1
美駐聯大使訪台惹怒中國　向美放話「玩火者必自焚」,1
一般果粉買不起？純金訂製版AirPods Max 售價300萬元全球開賣,1
冬天泡湯水質也要顧 北市17家溫泉業者不合格,1
家裡舊車換成新買的進口車 他曝曖昧女「反差嘴臉」網勸放生,1
漁權議題互不相讓 英國脫歐貿易談判陷僵局,1
鴨肉店嗆人風波 學者：食物美味只是服務的一部分,1
南港分局爆10警集體喝花酒　女偵查隊長衰遭連坐調職,0
防疫向下扎根！國防教育繪本 黑熊、雲豹、獼猴啟蒙國家安全意識,1
監獄生活長啥樣？作息表曝光 網驚呼：比當兵爽,1
監獄一日作息表曝！網喊：比當兵爽,1
新郎買錯內衣「罩杯太小」 新娘當場火大：不嫁了,1
大學同學很罩 月光族公務員靠幾通電話就要買豪宅,1
【白目中執委2】絕食白餓14天　蘇震清訴訟態度大逆轉原因曝光,1
有洋蔥！ 退休師帶癌母上大學 告別式獻畢業證書,1
晶電6日下市 提列資產減損39.6億元,1
憂中資挖角半導體人才　謝金河：台灣必須守住這關,1
解隔離新措施最快下週上路　張上淳澄清：變異病毒不代表重症,1
心理測驗／喜歡的最先吃還是最後吃？測驗自己的「戀愛人格」,1
【大佛心法】台幣緩升趨勢不變 一路強到領完紅包？,1
男子自稱「軍火網紅」嗆「我就是槍多」　警攻堅查扣軍火庫般收藏,0
你發現LINE從深綠變淺綠了嗎？ 網神回：「老了就退色了！」,1
中國線上遊戲監管再強化　玩家註冊將對接官方「實名認證系統」,1
新／境外又＋6！菲律賓、印尼各3例,1
孟慶而耶誕節閃婚　3喜臨門預約孕期,1
新北台中高雄同步待轉大繞境 機車族爭用路平權,1
防偽「多一點」　新版入出境查驗章元旦啟用,1
公視推黑澤俳句「有聲台語版」　《處男魔法》姨母們興奮朝聖,1
【國安人員涉性侵】酒後撿屍阻蒐證 國安局人員遭控性侵女同學,0
萊豬爭議 蘇貞昌：依照國際規矩才能建立互信,1
埃及醫院加護病房發生大火 7名新冠肺炎患者慘死,0
嚴審陸資來台投資 經部公告修正辦法即日起生效,1
"台指期夜盤開盤後攀揚 於14,900之上震盪",1
網嘲「看蕭煌奇的演唱會需要買螢光棒嗎」　唱片公司怒了,1
美通過25兆紓困案 每人1.7萬,1
人妻怨夫偷吃 她曝夫妻私生活討拍慘遭網友洗臉：還有臉說,0
冬至湯圓這種口味沒人愛？ 網笑「整個冰櫃都給他們包了」,1
狠父虐死3歲兒母冷眼旁觀 上訴二審求輕判遭駁回,0
江蘇男趁父癱「代母徵婚」騙3男 共犯媽騙逾55萬元,1
光泉關懷公益 用知識與健康陪伴偏鄉孩童成長,1
社安網2.0徒增人力 社工壓力不減反增,1
喝太ㄎㄧㄤ了　他酒後把自己改名變天后席琳狄翁,1
玩交換禮物慘被罰鮮奶油洗頭 網回：你朋友太心機,1
中國和俄羅斯被美國指發展地面和軌道反衛星武器,1
53歲美魔女牙醫悔婚小29歲男友：他謊報年紀,1
潮牌BAPE與動漫巨頭DC再聯手、PORTER打造跨界鋼彈袋包,1
資安疑慮拒絕換發數位身分證 律團：人民有資訊自主權,1
移工入境澎湖前需在台完成7天自管 澎湖縣補助住宿、篩檢費,1
母親阿姨死於肺腺癌 北市議員鍾沛君因肺部異常急開刀,1
6匹狼誆包養白嫖20名直播主　嫌犯：她們就是想要錢啊,0
辜莞允更新近況辣照直出　下半身宛如國王新衣令人遐想,0
綠鬣蜥109年移除數量首度破萬隻 屏東縣抓最多,1
眼鏡行之爭！傳統vs快取哪個更讚 網揭「這幾點」：它完勝,1
北市大安區晚間大火　11樓竄黑煙老夫妻1死1命危,1
英國人，竟得在暖氣和食物中二選一？！,1
東京武漢肺炎破5萬例 長崎第2位縣議員染疫,1
私刑打死猥褻女兒嫌犯　父母「走後門」遭質疑享特權,0
幫布局選主席? 江啟臣岳父組警消大會,1
桃園學生好有才 發明防疫面罩、去皮手套等小物獲獎,1
【星爸媽叫囂護女】護女心切李李仁HBL賽場比中指　深夜道歉：我會趕快長大！,0
全國科學技術會議開跑 蘇貞昌：科技就是國力,1
中職／兄弟教練團改組 陳江和續留一軍負責戰術執行,1
萊豬引民怨卡關電子煙修法？議員要求北市速訂自治條例,1
全國學校技藝競賽 新竹光復高中奪烘焙、中餐雙優勝,1
《茶金》殺青完成114天環島拍攝　連俞涵薛仕凌成「共食好麻吉」,1
環保誠實商店屢遭竊 站長喊話要賊仔麥擱來！,1
1週增6千例！持續暫停引進印尼移工,1
東京鐵塔亮起「青天白日滿地紅」國旗色　台灣祭迎新年,1
HBL／化身葉問抗地主 東山大逆轉氣走三民,1
【17直播斷麻吉1】首創台灣直播平台　黃立成裸退驚人價碼爽入袋,1
一張油畫看出台灣是藝術沙漠？全國首獎太擬真 引發網友論戰,1
桃園男酒駕第9犯被抓 法院斥未獲教訓判刑1年,1
台中27景點元旦連假吸百萬遊客？ 民眾質疑太澎風,1
穿20年舊衣 況明潔上下露辣翻,0
美豬登台倒數 新北將禁收萊豬廚餘,1
處理家暴案 法國中部員警遭槍殺3死1傷,1
一罐豆漿救醒低血糖倒臥老人！國中生熱心助人獲表揚,1
生物科學科能力競賽擠進全國前10名 張崴傑謝貴人相助,1
德國漢堡將大規模接種疫苗 萬事皆備就差歐盟許可,1
【俄舞團染疫】俄芭蕾舞團確診者痊癒新年前返國　出院照片曝光,1
萊豬開放竹縣稽查 33業者均符合規定標示原產地,1
她外遇全家收到不倫親密照 意外發現16歲兒子「偷拍資料夾」,0
HomePod mini開箱實測 這3個搭配iPhone的新功能超酷炫,1
重現礦村意象 瑞芳濂新里活動中心要重啟,1
蘋果推新品「AirPods Pro 牛年限量版」　網酸：裝殼根本無感,1
全美每人發600美金！ 美參眾院通過疫情紓困案,1
聲音照相執法上路 新北抓221輛噪音車最多,1
太多了？牙醫診所比超商多！ 學者：海歸牙醫暴增供需比恐失衡,1
新北防疫旅館預約潮湧現 近日恐低於安全存量,1
美有望重返伊朗核協議,1
為公益拚了！「冰人」浸泡逾2.5小時,1
